timestamp,asset_id,temperature,vibration,pressure,current,flow_rate,health_score,risk_score
2025-09-18,AST-112,57.85,4.08,110.33,66.79,250.75,83.69,19
2025-09-19,AST-112,61.67,3.33,110.96,59.13,237.71,86.34,17
2025-09-20,AST-112,59.31,3.96,108.54,64.41,241.8,84.15,10
2025-09-21,AST-112,59.89,3.36,109.57,61.48,242.0,86.57,16
2025-09-22,AST-112,60.38,3.46,111.4,56.12,242.28,86.1,13
2025-09-23,AST-112,58.7,2.78,104.59,61.63,233.63,88.89,14
2025-09-24,AST-112,61.31,3.56,109.78,66.94,240.51,85.5,16
2025-09-25,AST-112,57.43,3.17,106.2,67.7,236.43,87.3,10
2025-09-26,AST-112,63.11,3.85,109.06,63.63,236.86,83.98,13
2025-09-27,AST-112,59.36,3.53,112.15,60.89,242.19,85.87,15
2025-09-28,AST-112,60.15,3.16,108.21,74.73,242.35,87.34,9
2025-09-29,AST-112,62.59,3.88,110.3,72.94,241.69,83.95,20
2025-09-30,AST-112,57.81,3.27,106.24,70.3,250.15,86.93,11
2025-10-01,AST-112,63.16,3.11,106.47,60.43,234.71,86.94,16
2025-10-02,AST-112,59.19,3.53,110.33,57.56,239.56,85.87,14
2025-10-03,AST-112,59.62,3.5,112.46,70.39,236.9,86.01,15
2025-10-04,AST-112,58.22,3.21,111.04,64.97,235.43,87.16,14
2025-10-05,AST-112,60.56,2.67,109.94,71.97,235.45,89.19,11
2025-10-06,AST-112,58.89,3.74,107.29,64.28,244.25,85.03,11
2025-10-07,AST-112,61.87,3.07,110.33,64.82,244.51,87.34,15
2025-10-08,AST-112,63.71,3.37,108.13,64.3,243.71,85.79,10
2025-10-09,AST-112,61.05,4.16,111.3,58.32,246.22,83.15,17
2025-10-10,AST-112,61.06,2.92,110.85,58.5,239.48,88.09,8
2025-10-11,AST-112,61.11,3.9,108.66,62.73,245.6,84.18,11
2025-10-12,AST-112,58.79,3.3,110.81,59.24,238.13,86.8,8
2025-10-13,AST-112,59.11,3.51,113.39,68.24,235.5,85.95,10
2025-10-14,AST-112,59.27,3.72,110.54,67.87,244.3,85.13,16
2025-10-15,AST-112,63.29,3.75,108.85,69.9,239.73,84.35,19
2025-10-16,AST-112,59.51,2.98,111.44,57.74,236.71,88.07,14
2025-10-17,AST-112,64.75,2.92,110.23,64.87,238.51,87.37,9
2025-10-18,AST-112,61.73,3.27,109.84,65.46,242.34,86.58,18
2025-10-19,AST-112,54.82,4.31,110.03,62.33,243.29,82.74,12
2025-10-20,AST-112,58.49,3.21,110.23,65.51,240.5,87.15,7
2025-10-21,AST-112,62.72,3.34,109.7,64.13,242.04,86.1,11
2025-10-22,AST-112,58.58,3.5,110.76,68.7,238.18,86.01,11
2025-10-23,AST-112,58.26,3.0,105.25,58.66,242.81,87.98,14
2025-10-24,AST-112,60.35,4.21,113.02,59.83,241.21,83.09,14
2025-10-25,AST-112,58.2,3.94,108.28,65.77,241.53,84.23,13
2025-10-26,AST-112,60.32,4.09,108.12,64.29,249.9,83.56,17
2025-10-27,AST-112,57.98,3.69,109.76,72.56,236.72,85.25,19
2025-10-28,AST-112,58.89,3.47,108.14,69.11,238.69,86.12,18
2025-10-29,AST-112,62.78,3.76,111.43,68.66,236.76,84.39,14
2025-10-30,AST-112,60.81,3.77,114.3,62.71,249.87,84.78,17
2025-10-31,AST-112,57.61,3.57,108.74,64.3,236.42,85.73,13
2025-11-01,AST-112,62.23,3.76,111.18,69.3,243.52,84.51,10
2025-11-02,AST-112,57.97,2.94,113.32,56.3,236.3,88.23,9
2025-11-03,AST-112,59.53,2.92,112.44,60.29,234.28,88.31,6
2025-11-04,AST-112,59.81,3.08,113.46,74.89,243.28,87.7,7
2025-11-05,AST-112,59.88,3.58,111.79,61.72,249.07,85.69,12
2025-11-06,AST-112,60.92,3.37,111.78,55.21,239.32,86.33,11
2025-11-07,AST-112,61.55,3.91,110.12,65.35,243.1,84.05,10
2025-11-08,AST-112,60.32,3.88,109.19,63.69,239.68,84.42,20
2025-11-09,AST-112,58.28,2.72,108.56,60.11,240.78,89.14,13
2025-11-10,AST-112,60.7,2.91,108.06,59.53,242.59,88.2,13
2025-11-11,AST-112,60.3,4.42,108.59,58.98,244.46,82.25,20
2025-11-12,AST-112,61.2,3.62,106.61,72.12,244.48,85.28,18
2025-11-13,AST-112,62.91,4.33,111.58,65.43,240.29,82.1,18
2025-11-14,AST-112,60.12,3.68,109.43,64.33,238.9,85.27,16
2025-11-15,AST-112,59.32,4.17,110.97,60.7,234.86,83.31,19
2025-11-16,AST-112,62.62,3.31,110.45,61.04,243.23,86.22,18
2025-11-17,AST-112,62.74,3.34,113.23,65.71,248.63,86.09,10
2025-11-18,AST-112,59.31,3.24,110.9,62.97,239.53,87.03,11
2025-11-19,AST-112,62.14,3.18,108.19,70.69,239.02,86.84,12
2025-11-20,AST-112,57.76,3.36,110.5,68.49,241.78,86.55,10
2025-11-21,AST-112,61.2,3.35,111.59,53.05,236.81,86.35,10
2025-11-22,AST-112,57.86,3.08,110.5,61.39,232.01,87.7,10
2025-11-23,AST-112,59.1,3.23,111.39,67.5,247.46,87.08,16
2025-11-24,AST-112,58.93,3.62,107.51,67.21,234.44,85.51,12
2025-11-25,AST-112,61.01,3.38,106.71,63.16,241.38,86.27,10
2025-11-26,AST-112,61.05,3.71,110.68,67.21,231.23,84.96,15
2025-11-27,AST-112,61.41,3.85,109.72,65.47,238.59,84.31,15
2025-11-28,AST-112,62.19,4.05,109.56,65.73,237.81,83.37,15
2025-11-29,AST-112,64.1,4.53,109.18,66.37,235.9,81.08,19
2025-11-30,AST-112,64.81,4.7,109.04,66.6,235.19,80.23,16
2025-12-01,AST-112,66.6,5.15,108.68,67.2,233.4,78.08,25
2025-12-02,AST-112,68.28,5.57,108.34,67.76,231.72,76.06,19
2025-12-03,AST-112,68.93,5.73,108.21,67.98,231.07,75.28,27
2025-12-04,AST-112,69.75,5.94,108.05,68.25,230.25,74.3,24
2025-12-05,AST-112,70.81,6.2,107.84,68.6,229.19,73.03,21
2025-12-06,AST-112,72.34,6.59,107.53,69.11,227.66,71.19,32
2025-12-07,AST-112,73.41,6.85,107.32,69.47,226.59,69.9,30
2025-12-08,AST-112,74.64,7.16,107.07,69.88,225.36,68.43,29
2025-12-09,AST-112,76.39,7.6,106.72,70.46,223.61,66.33,28
2025-12-10,AST-112,78.28,8.07,106.34,71.09,221.72,64.06,36
2025-12-11,AST-112,79.86,8.47,106.03,71.62,220.14,62.16,35
2025-12-12,AST-112,81.59,8.9,105.68,72.2,218.41,60.1,38
2025-12-13,AST-112,82.87,9.22,105.43,72.62,217.13,58.56,41
2025-12-14,AST-112,83.9,9.48,105.22,72.97,216.1,57.32,46
2025-12-15,AST-112,84.98,9.74,105.0,73.33,215.02,56.02,48
2025-12-16,AST-112,86.4,10.1,104.72,73.8,213.6,54.32,42
2025-12-17,AST-112,61.1,3.11,109.64,71.63,254.21,87.35,10
2025-12-18,AST-112,58.0,3.5,110.85,59.09,242.49,85.99,10
2025-12-19,AST-112,62.61,3.47,111.64,64.77,239.66,85.6,9
2025-12-20,AST-112,60.98,3.72,111.74,67.03,238.58,84.94,11
2025-12-21,AST-112,58.69,2.84,107.35,66.07,240.8,88.64,7
2025-12-22,AST-112,60.54,3.42,105.79,64.66,241.99,86.2,15
2025-12-23,AST-112,60.73,2.91,111.08,72.33,235.5,88.22,9
2025-12-24,AST-112,56.43,3.36,112.92,79.66,242.11,86.55,16
2025-12-25,AST-112,62.54,4.09,109.5,68.56,233.76,83.11,16
2025-12-26,AST-112,61.09,3.1,109.75,57.16,232.38,87.39,11
2025-12-27,AST-112,62.5,3.15,110.41,67.29,243.48,86.92,15
2025-12-28,AST-112,61.72,3.87,110.03,70.92,236.64,84.17,10
2025-12-29,AST-112,60.32,3.25,107.4,66.02,249.52,86.93,12
2025-12-30,AST-112,59.8,4.31,108.83,66.73,241.15,82.78,19
2025-12-31,AST-112,59.99,3.5,111.31,65.94,236.7,86.01,14
2025-01-01,AST-113,61.55,3.34,108.92,69.88,232.67,86.34,14
2025-01-02,AST-113,56.73,3.4,111.01,60.75,242.42,86.39,11
2025-01-03,AST-113,58.89,3.04,115.78,62.48,247.05,87.83,14
2025-01-04,AST-113,62.87,3.31,109.39,71.81,238.71,86.2,16
2025-01-05,AST-113,59.29,3.3,107.98,71.27,239.29,86.82,11
2025-01-06,AST-113,62.7,3.38,109.01,58.57,234.92,85.95,15
2025-01-07,AST-113,58.82,2.92,109.54,72.85,241.24,88.31,8
2025-01-08,AST-113,58.25,3.12,109.49,68.76,238.6,87.53,9
2025-01-09,AST-113,61.54,3.88,109.69,65.51,238.46,84.15,10
2025-01-10,AST-113,62.38,4.09,109.52,65.79,237.62,83.15,11
2025-01-11,AST-113,63.48,4.37,109.3,66.16,236.52,81.82,19
2025-01-12,AST-113,64.74,4.69,109.05,66.58,235.26,80.31,17
2025-01-13,AST-113,66.06,5.02,108.79,67.02,233.94,78.73,20
2025-01-14,AST-113,66.94,5.24,108.61,67.31,233.06,77.67,24
2025-01-15,AST-113,67.6,5.4,108.48,67.53,232.4,76.88,19
2025-01-16,AST-113,68.29,5.57,108.34,67.76,231.71,76.05,23
2025-01-17,AST-113,70.0,6.0,108.0,68.33,230.0,74.0,24
2025-01-18,AST-113,71.65,6.41,107.67,68.88,228.35,72.02,30
2025-01-19,AST-113,73.49,6.87,107.3,69.5,226.51,69.81,35
2025-01-20,AST-113,74.89,7.22,107.02,69.96,225.11,68.13,31
2025-01-21,AST-113,76.29,7.57,106.74,70.43,223.71,66.46,31
2025-01-22,AST-113,78.17,8.04,106.37,71.06,221.83,64.2,39
2025-01-23,AST-113,79.7,8.42,106.06,71.57,220.3,62.37,41
2025-01-24,AST-113,80.77,8.69,105.85,71.92,219.23,61.07,35
2025-01-25,AST-113,82.18,9.05,105.56,72.39,217.82,59.38,39
2025-01-26,AST-113,83.14,9.28,105.37,72.71,216.86,58.23,44
2025-01-27,AST-113,83.92,9.48,105.22,72.97,216.08,57.3,46
2025-01-28,AST-113,85.47,9.87,104.91,73.49,214.53,55.44,49
2025-01-29,AST-113,87.08,10.27,104.58,74.03,212.92,53.5,50
2025-01-30,AST-113,61.58,3.83,108.3,62.69,235.28,84.38,13
2025-01-31,AST-113,61.35,3.92,112.11,69.37,238.28,84.03,13
2025-02-01,AST-113,57.87,4.02,111.71,72.27,232.58,83.93,20
2025-02-02,AST-113,59.83,3.46,109.93,71.42,241.18,86.16,9
2025-02-03,AST-113,57.89,3.79,111.8,54.39,238.53,84.82,20
2025-02-04,AST-113,61.81,2.89,113.2,67.16,231.8,88.07,9
2025-02-05,AST-113,61.48,3.67,108.5,70.12,245.06,85.02,12
2025-02-06,AST-113,60.55,3.64,109.89,65.18,239.45,85.34,17
2025-02-07,AST-113,62.07,4.02,109.59,65.69,237.93,83.51,12
2025-02-08,AST-113,63.74,4.44,109.25,66.25,236.26,81.51,19
2025-02-09,AST-113,65.1,4.77,108.98,66.7,234.9,79.88,18
2025-02-10,AST-113,66.03,5.01,108.79,67.01,233.97,78.76,19
2025-02-11,AST-113,66.6,5.15,108.68,67.2,233.4,78.09,20
2025-02-12,AST-113,68.14,5.54,108.37,67.71,231.86,76.23,19
2025-02-13,AST-113,69.74,5.94,108.05,68.25,230.26,74.31,21
2025-02-14,AST-113,71.42,6.36,107.72,68.81,228.58,72.29,27
2025-02-15,AST-113,73.29,6.82,107.34,69.43,226.71,70.05,28
2025-02-16,AST-113,74.26,7.07,107.15,69.75,225.74,68.89,32
2025-02-17,AST-113,75.35,7.34,106.93,70.12,224.65,67.58,30
2025-02-18,AST-113,76.41,7.6,106.72,70.47,223.59,66.31,29
2025-02-19,AST-113,77.01,7.75,106.6,70.67,222.99,65.59,36
2025-02-20,AST-113,77.88,7.97,106.42,70.96,222.12,64.55,39
2025-02-21,AST-113,78.97,8.24,106.21,71.32,221.03,63.24,36
2025-02-22,AST-113,79.81,8.45,106.04,71.6,220.19,62.23,39
2025-02-23,AST-113,81.8,8.95,105.64,72.27,218.2,59.84,36
2025-02-24,AST-113,82.62,9.15,105.48,72.54,217.38,58.86,36
2025-02-25,AST-113,83.2,9.3,105.36,72.73,216.8,58.16,36
2025-02-26,AST-113,84.66,9.66,105.07,73.22,215.34,56.41,47
2025-02-27,AST-113,85.52,9.88,104.9,73.51,214.48,55.38,44
2025-02-28,AST-113,86.88,10.22,104.62,73.96,213.12,53.75,50
2025-03-01,AST-113,58.81,3.6,115.33,67.28,236.06,85.6,10
2025-03-02,AST-113,57.53,3.28,110.58,64.21,241.43,86.89,15
2025-03-03,AST-113,60.94,3.71,109.48,64.4,239.5,84.96,17
2025-03-04,AST-113,59.16,3.6,109.89,57.9,236.55,85.62,13
2025-03-05,AST-113,58.71,3.49,111.87,60.89,240.29,86.02,11
2025-03-06,AST-113,58.64,3.7,114.85,66.5,227.56,85.2,10
2025-03-07,AST-113,56.38,3.58,111.3,68.28,236.15,85.67,14
2025-03-08,AST-113,59.9,4.05,110.11,63.22,234.6,83.82,16
2025-03-09,AST-113,58.4,3.18,113.2,62.19,238.6,87.26,16
2025-03-10,AST-113,59.94,3.72,109.18,55.42,237.64,85.12,11
2025-03-11,AST-113,56.18,3.38,110.83,64.16,232.31,86.47,13
2025-03-12,AST-113,59.69,4.46,115.8,63.36,240.93,82.16,13
2025-03-13,AST-113,59.63,3.2,108.99,67.26,241.42,87.21,17
2025-03-14,AST-113,57.31,3.2,106.5,67.88,239.9,87.18,11
2025-03-15,AST-113,58.1,3.58,107.31,60.96,242.24,85.67,16
2025-03-16,AST-113,58.34,3.87,108.03,60.06,233.06,84.52,11
2025-03-17,AST-113,61.25,3.51,105.82,63.37,245.18,85.72,11
2025-03-18,AST-113,58.95,3.02,113.76,64.69,237.86,87.92,8
2025-03-19,AST-113,59.36,3.95,108.68,66.8,237.06,84.18,20
2025-03-20,AST-113,60.67,3.6,110.46,57.93,241.95,85.45,14
2025-03-21,AST-113,62.71,2.94,110.42,66.08,238.76,87.72,11
2025-03-22,AST-113,59.72,3.23,111.29,63.56,241.88,87.1,14
2025-03-23,AST-113,58.62,3.73,108.92,76.04,233.57,85.07,19
2025-03-24,AST-113,56.25,3.36,111.07,63.4,240.45,86.54,10
2025-03-25,AST-113,59.59,3.56,109.57,63.6,235.26,85.78,10
2025-03-26,AST-113,61.51,3.55,105.38,64.0,236.95,85.51,13
2025-03-27,AST-113,59.65,3.5,110.27,67.69,236.97,86.01,18
2025-03-28,AST-113,60.03,4.19,109.78,75.49,240.34,83.24,12
2025-03-29,AST-113,61.2,2.8,110.47,68.94,234.57,88.55,15
2025-03-30,AST-113,56.38,3.94,109.4,60.98,230.92,84.25,10
2025-03-31,AST-113,62.0,3.31,110.0,70.9,249.05,86.37,14
2025-04-01,AST-113,60.01,3.28,108.29,70.22,236.37,86.87,9
2025-04-02,AST-113,57.79,3.91,112.76,64.49,229.88,84.38,12
2025-04-03,AST-113,57.31,4.19,111.26,57.86,242.5,83.25,17
2025-04-04,AST-113,60.05,3.5,112.77,61.21,240.17,86.0,13
2025-04-05,AST-113,59.33,3.89,110.54,66.32,245.93,84.43,18
2025-04-06,AST-113,60.68,4.06,109.9,62.13,238.85,83.62,21
2025-04-07,AST-113,63.78,3.65,110.73,60.48,241.3,84.64,16
2025-04-08,AST-113,58.14,3.9,107.55,79.07,238.5,84.39,12
2025-04-09,AST-113,58.62,4.08,115.12,61.86,229.81,83.68,15
2025-04-10,AST-113,59.36,2.88,109.76,66.94,242.44,88.5,14
2025-04-11,AST-113,57.15,3.42,111.84,60.61,244.39,86.32,9
2025-04-12,AST-113,58.72,2.89,110.47,67.71,239.38,88.44,11
2025-04-13,AST-113,61.39,3.86,108.7,61.47,246.75,84.27,13
2025-04-14,AST-113,60.99,3.03,109.91,63.54,239.04,87.7,12
2025-04-15,AST-113,61.43,3.36,113.17,69.72,235.74,86.26,14
2025-04-16,AST-113,57.27,3.48,106.8,66.22,233.57,86.09,9
2025-04-17,AST-113,63.73,4.24,109.19,65.32,237.22,82.31,15
2025-04-18,AST-113,60.91,3.46,109.11,75.75,229.39,86.0,16
2025-04-19,AST-113,58.86,3.48,107.68,67.52,241.57,86.09,14
2025-04-20,AST-113,59.62,3.38,109.87,70.76,237.97,86.47,9
2025-04-21,AST-113,60.42,3.54,109.4,64.96,244.8,85.76,12
2025-04-22,AST-113,58.85,3.3,109.01,67.12,243.9,86.8,17
2025-04-23,AST-113,57.04,3.53,109.82,62.84,235.61,85.86,10
2025-04-24,AST-113,62.78,4.13,111.01,69.19,242.99,82.93,17
2025-04-25,AST-113,61.76,3.08,107.57,65.14,242.78,87.32,8
2025-04-26,AST-113,62.58,3.31,110.32,53.02,240.4,86.23,14
2025-04-27,AST-113,61.38,3.17,109.61,57.35,234.64,87.06,11
2025-04-28,AST-113,61.29,3.8,112.97,63.66,244.97,84.52,20
2025-04-29,AST-113,58.92,3.27,111.98,68.33,242.59,86.93,11
2025-04-30,AST-113,59.83,4.02,111.0,67.24,246.52,83.93,15
2025-05-01,AST-113,59.41,3.14,110.53,66.55,239.77,87.45,17
2025-05-02,AST-113,60.31,3.56,106.53,65.12,235.45,85.71,12
2025-05-03,AST-113,60.95,3.32,113.74,68.84,242.76,86.52,15
2025-05-04,AST-113,60.59,3.65,116.06,56.22,238.8,85.29,12
2025-05-05,AST-113,60.76,4.34,111.01,74.27,243.66,82.48,22
2025-05-06,AST-113,62.06,3.74,112.18,63.1,244.08,84.62,10
2025-05-07,AST-113,61.92,3.72,107.67,64.74,248.68,84.75,11
2025-05-08,AST-113,59.39,3.9,108.98,61.42,237.59,84.39,14
2025-05-09,AST-113,62.06,3.45,109.4,74.65,239.74,85.81,15
2025-05-10,AST-113,60.76,3.75,106.23,74.64,242.39,84.87,12
2025-05-11,AST-113,60.62,3.66,109.88,65.21,239.38,85.25,9
2025-05-12,AST-113,61.23,3.81,109.75,65.41,238.77,84.53,11
2025-05-13,AST-113,62.3,4.07,109.54,65.77,237.7,83.24,11
2025-05-14,AST-113,63.85,4.46,109.23,66.28,236.15,81.38,23
2025-05-15,AST-113,64.76,4.69,109.05,66.59,235.24,80.29,17
2025-05-16,AST-113,65.37,4.84,108.93,66.79,234.63,79.55,25
2025-05-17,AST-113,66.28,5.07,108.74,67.09,233.72,78.47,26
2025-05-18,AST-113,67.52,5.38,108.5,67.51,232.48,76.98,26
2025-05-19,AST-113,68.22,5.56,108.36,67.74,231.78,76.13,26
2025-05-20,AST-113,69.54,5.88,108.09,68.18,230.46,74.56,20
2025-05-21,AST-113,71.42,6.35,107.72,68.81,228.58,72.3,25
2025-05-22,AST-113,72.69,6.67,107.46,69.23,227.31,70.77,31
2025-05-23,AST-113,74.6,7.15,107.08,69.87,225.4,68.48,31
2025-05-24,AST-113,76.08,7.52,106.78,70.36,223.92,66.71,30
2025-05-25,AST-113,76.74,7.69,106.65,70.58,223.26,65.91,39
2025-05-26,AST-113,78.64,8.16,106.27,71.21,221.36,63.63,38
2025-05-27,AST-113,80.56,8.64,105.89,71.85,219.44,61.33,36
2025-05-28,AST-113,81.48,8.87,105.7,72.16,218.52,60.23,38
2025-05-29,AST-113,82.46,9.12,105.51,72.49,217.54,59.04,44
2025-05-30,AST-113,83.9,9.48,105.22,72.97,216.1,57.32,42
2025-05-31,AST-113,85.57,9.89,104.89,73.52,214.43,55.32,43
2025-06-01,AST-113,86.2,10.05,104.76,73.73,213.8,54.56,44
2025-06-02,AST-113,61.21,3.07,113.9,65.64,240.44,87.49,16
2025-06-03,AST-113,61.04,3.77,111.57,60.54,243.37,84.71,11
2025-06-04,AST-113,58.56,3.42,109.38,69.64,236.25,86.33,15
2025-06-05,AST-113,59.15,3.36,114.88,67.34,246.22,86.57,8
2025-06-06,AST-113,60.19,3.54,108.26,71.37,241.51,85.79,19
2025-06-07,AST-113,58.41,2.99,108.06,62.18,237.14,88.05,16
2025-06-08,AST-113,59.26,3.21,110.51,64.39,245.55,87.17,11
2025-06-09,AST-113,60.27,3.63,116.31,67.88,244.93,85.41,11
2025-06-10,AST-113,59.89,3.6,105.64,69.71,244.34,85.61,10
2025-06-11,AST-113,62.55,4.22,106.21,69.67,241.61,82.6,12
2025-06-12,AST-113,60.44,3.85,107.8,63.81,247.06,84.53,10
2025-06-13,AST-113,56.85,3.07,110.43,69.33,249.65,87.71,7
2025-06-14,AST-113,62.25,4.08,111.33,67.48,241.33,83.24,13
2025-06-15,AST-113,60.27,3.5,111.25,64.06,234.55,85.94,12
2025-06-16,AST-113,58.47,3.77,111.95,60.16,242.29,84.93,14
2025-06-17,AST-113,59.86,3.83,107.19,62.26,245.4,84.68,10
2025-06-18,AST-113,58.69,3.88,109.1,63.18,240.85,84.49,20
2025-06-19,AST-113,58.3,3.38,108.1,63.52,239.93,86.47,11
2025-06-20,AST-113,58.37,3.55,108.02,68.15,237.13,85.8,18
2025-06-21,AST-113,58.05,4.16,111.6,62.4,240.54,83.35,13
2025-06-22,AST-113,58.87,3.54,109.63,62.93,234.72,85.86,9
2025-06-23,AST-113,57.74,3.59,110.74,55.25,244.16,85.66,9
2025-06-24,AST-113,57.59,3.26,110.15,56.49,230.19,86.98,14
2025-06-25,AST-113,60.21,3.8,111.16,72.6,238.08,84.77,12
2025-06-26,AST-113,56.62,3.29,108.7,65.57,235.5,86.83,11
2025-06-27,AST-113,61.49,3.73,107.97,64.94,241.62,84.79,12
2025-06-28,AST-113,57.92,3.42,109.39,73.11,231.59,86.31,11
2025-06-29,AST-113,58.93,3.76,108.37,63.26,243.45,84.97,13
2025-06-30,AST-113,58.08,3.54,110.03,63.71,234.93,85.86,15
2025-07-01,AST-113,61.93,3.16,110.48,53.71,239.26,86.97,9
2025-07-02,AST-113,63.17,4.12,110.64,64.14,242.57,82.88,15
2025-07-03,AST-113,59.62,3.96,107.2,65.75,246.89,84.17,18
2025-07-04,AST-113,59.51,3.6,109.0,64.96,239.0,85.6,13
2025-07-05,AST-113,56.82,3.75,111.03,67.88,241.61,84.99,14
2025-07-06,AST-113,59.29,3.73,109.49,62.36,239.51,85.1,17
2025-07-07,AST-113,58.8,3.39,112.52,64.47,239.39,86.46,16
2025-07-08,AST-113,61.13,3.5,111.54,74.51,236.32,85.76,10
2025-07-09,AST-113,59.87,4.09,111.0,63.29,238.13,83.63,16
2025-07-10,AST-113,58.36,4.03,111.74,75.18,238.81,83.86,18
2025-07-11,AST-113,61.33,3.47,109.45,57.8,239.64,85.85,19
2025-07-12,AST-113,57.14,3.34,110.64,67.38,241.03,86.65,13
2025-07-13,AST-113,61.09,3.69,107.72,69.57,234.14,85.04,16
2025-07-14,AST-113,64.39,3.24,110.11,62.77,240.64,86.16,17
2025-07-15,AST-113,60.03,3.73,110.21,75.04,240.03,85.08,9
2025-07-16,AST-113,61.17,3.47,112.78,66.5,234.65,85.88,19
2025-07-17,AST-113,62.48,3.56,109.84,71.35,236.06,85.25,11
2025-07-18,AST-113,59.54,3.01,111.53,54.39,239.28,87.97,14
2025-07-19,AST-113,61.8,3.95,109.64,65.6,238.2,83.84,15
2025-07-20,AST-113,62.72,4.18,109.46,65.91,237.28,82.74,16
2025-07-21,AST-113,64.41,4.6,109.12,66.47,235.59,80.71,14
2025-07-22,AST-113,65.44,4.86,108.91,66.81,234.56,79.48,17
2025-07-23,AST-113,66.85,5.21,108.63,67.28,233.15,77.78,19
2025-07-24,AST-113,67.62,5.4,108.48,67.54,232.38,76.86,25
2025-07-25,AST-113,68.67,5.67,108.27,67.89,231.33,75.6,26
2025-07-26,AST-113,69.69,5.92,108.06,68.23,230.31,74.38,20
2025-07-27,AST-113,70.37,6.09,107.93,68.46,229.63,73.56,24
2025-07-28,AST-113,71.1,6.27,107.78,68.7,228.9,72.68,23
2025-07-29,AST-113,73.0,6.75,107.4,69.33,227.0,70.4,28
2025-07-30,AST-113,74.99,7.25,107.0,70.0,225.01,68.02,29
2025-07-31,AST-113,76.52,7.63,106.7,70.51,223.48,66.18,33
2025-08-01,AST-113,78.19,8.05,106.36,71.06,221.81,64.17,36
2025-08-02,AST-113,79.03,8.26,106.19,71.34,220.97,63.17,37
2025-08-03,AST-113,80.31,8.58,105.94,71.77,219.69,61.63,43
2025-08-04,AST-113,81.1,8.78,105.78,72.03,218.9,60.68,36
2025-08-05,AST-113,83.02,9.25,105.4,72.67,216.98,58.38,46
2025-08-06,AST-113,84.21,9.55,105.16,73.07,215.79,56.95,39
2025-08-07,AST-113,84.92,9.73,105.02,73.31,215.08,56.09,41
2025-08-08,AST-113,86.62,10.16,104.68,73.87,213.38,54.05,44
2025-08-09,AST-113,60.91,3.54,109.09,58.96,243.53,85.66,18
2025-08-10,AST-113,61.51,3.72,110.08,65.97,243.52,84.82,18
2025-08-11,AST-113,61.01,3.53,111.55,64.23,237.83,85.69,17
2025-08-12,AST-113,59.23,3.44,108.08,53.63,241.19,86.25,17
2025-08-13,AST-113,61.52,3.17,111.48,63.68,236.27,87.0,11
2025-08-14,AST-113,59.9,3.84,107.03,70.76,238.31,84.65,10
2025-08-15,AST-113,55.64,3.62,107.91,66.79,240.6,85.52,9
2025-08-16,AST-113,56.02,2.9,108.85,66.53,240.69,88.38,6
2025-08-17,AST-113,62.1,3.33,107.3,74.49,239.15,86.27,13
2025-08-18,AST-113,60.68,3.74,107.73,65.07,237.01,84.89,13
2025-08-19,AST-113,61.46,3.91,108.57,68.64,223.85,84.07,14
2025-08-20,AST-113,61.65,3.91,109.67,65.55,238.35,84.02,20
2025-08-21,AST-113,62.21,4.05,109.56,65.74,237.79,83.34,18
2025-08-22,AST-113,63.16,4.29,109.37,66.05,236.84,82.21,13
2025-08-23,AST-113,64.6,4.65,109.08,66.53,235.4,80.48,20
2025-08-24,AST-113,66.14,5.04,108.77,67.05,233.86,78.63,26
2025-08-25,AST-113,67.69,5.42,108.46,67.56,232.31,76.77,22
2025-08-26,AST-113,68.3,5.57,108.34,67.77,231.7,76.04,23
2025-08-27,AST-113,70.29,6.07,107.94,68.43,229.71,73.65,29
2025-08-28,AST-113,71.44,6.36,107.71,68.81,228.56,72.27,32
2025-08-29,AST-113,72.68,6.67,107.46,69.23,227.32,70.79,31
2025-08-30,AST-113,74.34,7.09,107.13,69.78,225.66,68.79,34
2025-08-31,AST-113,75.34,7.34,106.93,70.11,224.66,67.59,37
2025-09-01,AST-113,76.41,7.6,106.72,70.47,223.59,66.3,38
2025-09-02,AST-113,78.09,8.02,106.38,71.03,221.91,64.29,34
2025-09-03,AST-113,79.82,8.46,106.04,71.61,220.18,62.21,37
2025-09-04,AST-113,81.3,8.83,105.74,72.1,218.7,60.44,36
2025-09-05,AST-113,83.02,9.26,105.4,72.67,216.98,58.37,41
2025-09-06,AST-113,84.58,9.64,105.08,73.19,215.42,56.51,41
2025-09-07,AST-113,85.32,9.83,104.94,73.44,214.68,55.62,46
2025-09-08,AST-113,87.07,10.27,104.59,74.02,212.93,53.51,48
2025-09-09,AST-113,59.6,3.66,108.69,61.2,233.83,85.36,10
2025-09-10,AST-113,61.0,3.39,110.55,67.0,245.94,86.22,13
2025-09-11,AST-113,62.86,3.02,109.49,66.49,231.85,87.35,13
2025-09-12,AST-113,62.09,3.17,111.06,63.4,244.55,86.91,14
2025-09-13,AST-113,60.1,3.4,111.25,65.06,232.33,86.39,15
2025-09-14,AST-113,60.59,3.09,106.16,66.77,239.36,87.51,17
2025-09-15,AST-113,60.51,3.2,112.84,62.16,244.39,87.1,17
2025-09-16,AST-113,61.12,3.21,108.6,62.12,239.83,86.93,12
2025-09-17,AST-113,62.01,3.21,110.12,67.01,234.48,86.75,15
2025-09-18,AST-113,61.28,3.07,112.11,74.93,243.17,87.46,16
2025-09-19,AST-113,56.51,3.53,108.18,63.58,232.67,85.9,15
